0 2 {'act_prob': 0.8232828079975666}
0 20 {'act_prob': 0.3668617721054209}
0 42 {'act_prob': 0.8226109277962613}
0 45 {'act_prob': 0.04161052227023332}
0 10 {'act_prob': 0.7189802411300433}
0 13 {'act_prob': 0.5463532747219646}
1 41 {'act_prob': 0.9897757278766832}
1 19 {'act_prob': 0.1024164388774983}
1 46 {'act_prob': 0.8300707165425397}
2 27 {'act_prob': 0.7513454947436722}
2 34 {'act_prob': 0.29770893510289365}
2 3 {'act_prob': 0.9993126692789077}
2 29 {'act_prob': 0.44973234283041374}
2 39 {'act_prob': 0.3485769768223138}
3 19 {'act_prob': 0.8167285851164385}
3 14 {'act_prob': 0.43906990338333296}
4 1 {'act_prob': 0.9939576843186171}
4 12 {'act_prob': 0.7756316498807736}
4 29 {'act_prob': 0.23694605536668123}
5 8 {'act_prob': 0.8107027168394102}
5 25 {'act_prob': 0.5879238969768106}
5 12 {'act_prob': 0.3506308411139897}
5 46 {'act_prob': 0.7107539594937995}
6 49 {'act_prob': 0.6327706309271385}
6 3 {'act_prob': 0.1659816176902592}
6 4 {'act_prob': 0.1392349659267761}
6 31 {'act_prob': 0.20661965618677336}
7 33 {'act_prob': 0.206942720751766}
7 26 {'act_prob': 0.05935783363934111}
8 24 {'act_prob': 0.35081547895283094}
8 36 {'act_prob': 0.281085018790198}
8 2 {'act_prob': 0.538768546047638}
8 28 {'act_prob': 0.32365361585468166}
8 44 {'act_prob': 0.7040537617551885}
9 41 {'act_prob': 0.2893332434649436}
9 20 {'act_prob': 0.26734306627808013}
9 29 {'act_prob': 0.8580168449462576}
10 3 {'act_prob': 0.9854883022617942}
10 19 {'act_prob': 0.67929931592331}
10 39 {'act_prob': 0.09522516381434276}
10 12 {'act_prob': 0.962771994993792}
10 29 {'act_prob': 0.7856910482912973}
10 15 {'act_prob': 0.9187687118298253}
11 10 {'act_prob': 0.9924862256446744}
11 4 {'act_prob': 0.8670475904337784}
12 1 {'act_prob': 0.12688816861381025}
12 10 {'act_prob': 0.8660787949911568}
13 0 {'act_prob': 0.24967724193813978}
13 48 {'act_prob': 0.711394848839169}
13 20 {'act_prob': 0.8284818026986326}
13 22 {'act_prob': 0.7614735874798569}
13 15 {'act_prob': 0.676234553699946}
13 47 {'act_prob': 0.48945872591563777}
14 18 {'act_prob': 0.5774255293041615}
14 43 {'act_prob': 0.2687171520874859}
14 31 {'act_prob': 0.41422508936503766}
16 34 {'act_prob': 0.45199172255036435}
16 43 {'act_prob': 0.6336277633502977}
17 32 {'act_prob': 0.8801250813073235}
17 41 {'act_prob': 0.0930947840426174}
17 19 {'act_prob': 0.515613472087699}
17 20 {'act_prob': 0.2782256878517837}
18 0 {'act_prob': 0.9363361140885752}
18 27 {'act_prob': 0.369071174075422}
19 41 {'act_prob': 0.9502540788653826}
19 26 {'act_prob': 0.3272892801609303}
19 36 {'act_prob': 0.0024730851419847433}
20 47 {'act_prob': 0.7741352904376932}
20 34 {'act_prob': 0.732724026539487}
20 39 {'act_prob': 0.730931937487053}
20 15 {'act_prob': 0.4584492566797177}
21 33 {'act_prob': 0.6641438208318425}
21 20 {'act_prob': 0.3582227293409872}
21 5 {'act_prob': 0.06333068606017467}
21 4 {'act_prob': 0.5344244643875649}
21 10 {'act_prob': 0.21782993501520587}
21 27 {'act_prob': 0.42964310068523615}
21 36 {'act_prob': 0.21185146640773822}
22 48 {'act_prob': 0.26853683831442254}
22 13 {'act_prob': 0.828343617048808}
23 48 {'act_prob': 0.33775515517078736}
23 6 {'act_prob': 0.5779336402609515}
23 22 {'act_prob': 0.5661421109171403}
23 39 {'act_prob': 0.48533790400850507}
23 42 {'act_prob': 0.3437396205526192}
23 12 {'act_prob': 0.6825519260932059}
24 8 {'act_prob': 0.04840926115172295}
24 9 {'act_prob': 0.09957474191620586}
24 6 {'act_prob': 0.7838897618405682}
24 17 {'act_prob': 0.4595817626735669}
25 19 {'act_prob': 0.12423717923039845}
25 37 {'act_prob': 0.8576515999286138}
25 11 {'act_prob': 0.4412859488764266}
25 21 {'act_prob': 0.0006759315121042109}
25 15 {'act_prob': 0.9580317693039723}
26 49 {'act_prob': 0.20231820639739972}
26 43 {'act_prob': 0.6885918819115103}
26 6 {'act_prob': 0.13191308738401353}
28 48 {'act_prob': 0.6499971993406527}
28 1 {'act_prob': 0.15897746290581938}
28 2 {'act_prob': 0.9327255627259242}
28 19 {'act_prob': 0.27401945809528216}
28 20 {'act_prob': 0.6545879644187941}
28 37 {'act_prob': 0.25038927854910886}
28 7 {'act_prob': 0.37184376764676574}
28 30 {'act_prob': 0.9038002688356579}
29 8 {'act_prob': 0.16552507915934378}
29 16 {'act_prob': 0.3963415669322332}
29 32 {'act_prob': 0.3055092448442307}
29 30 {'act_prob': 0.6994413715245735}
29 25 {'act_prob': 0.23414384148441947}
30 26 {'act_prob': 0.655485228383535}
30 19 {'act_prob': 0.7036980397640442}
30 36 {'act_prob': 0.001086303691723689}
30 37 {'act_prob': 0.4768067082609141}
30 7 {'act_prob': 0.1326997920399866}
31 24 {'act_prob': 0.22619086145940603}
31 38 {'act_prob': 0.6799827251215791}
32 1 {'act_prob': 0.009286947608460161}
32 42 {'act_prob': 0.6955971072880487}
32 14 {'act_prob': 0.8171090269132985}
32 41 {'act_prob': 0.988154909464272}
